'Frame (30fps)', 'hips' (mm), 'neck', 'head', 'eye_R', 'eye_L', 'clavicle_R', 'shoulder_R', 'upperArm_R', 'elbow_R', 'lowerArm_R', 'hand_R', 'clavicle_L', 'shoulder_L', 'upperArm_L', 'elbow_L', 'lowerArm_L', 'hand_L', 'upperLeg_R', 'knee_R', 'ankle_R', 'upperLeg_L', 'knee_L', 'ankle_L', 'toes_r', 'toes_l', 'fingers_r_Ctrl', 'fingers_l_Ctrl'
1025,-16,-3.79,-5.87,3.79,3.79,51.27,-20.1,-10.59,-39.37,-73.47,-81.73,49.25,-8.63,-32.22,-34.47,-56.36,-23.35,-16.09,31.42,-15.33,-19.02,30.74,-11.72,-49.4,-52.91,0,0
1026,-14,-3.74,-5.89,3.74,3.74,50.45,-19.46,-10.28,-38.83,-72.87,-82.08,50.27,-7.87,-32.35,-34.75,-54.73,-27.34,-15.44,30.15,-14.71,-18.34,29.44,-11.1,-50.28,-53.4,0,0
1027,-13,-3.68,-5.9,3.68,3.68,49.65,-18.83,-10,-38.3,-72.32,-82.39,51.26,-7.13,-32.44,-34.96,-52.98,-31.23,-14.69,28.69,-13.99,-17.56,27.94,-10.38,-51.14,-53.89,0,0
1028,-12,-3.62,-5.92,3.62,3.62,48.88,-18.23,-9.76,-37.79,-71.8,-82.67,52.19,-6.43,-32.5,-35.1,-51.13,-34.99,-14,27.34,-13.34,-16.85,26.57,-9.72,-51.99,-54.37,0,0
1029,-11,-3.57,-5.93,3.57,3.57,48.15,-17.64,-9.55,-37.28,-71.33,-82.9,53.07,-5.77,-32.52,-35.14,-49.18,-38.61,-13.5,26.35,-12.86,-16.32,25.55,-9.23,-52.82,-54.83,0,0
1030,-10,-3.51,-5.93,3.51,3.51,47.45,-17.08,-9.38,-36.79,-70.9,-83.1,53.93,-5.13,-32.49,-35.1,-47.14,-42.06,-13.08,25.54,-12.46,-15.88,24.71,-8.83,-53.62,-55.29,0,0
1031,-10,-3.45,-5.94,3.45,3.45,46.79,-16.56,-9.24,-36.31,-70.5,-83.25,54.81,-4.54,-32.42,-34.97,-45.01,-45.35,-12.59,24.59,-12,-15.38,23.74,-8.36,-54.39,-55.73,0,0
1032,-9,-3.39,-5.94,3.39,3.39,46.17,-16.06,-9.14,-35.84,-70.14,-83.36,55.7,-3.98,-32.31,-34.77,-42.79,-48.43,-11.91,23.25,-11.35,-14.66,22.35,-7.69,-55.14,-56.16,0,0
1033,-8,-3.32,-5.92,3.32,3.32,45.59,-15.6,-9.08,-35.38,-69.81,-83.42,56.61,-3.47,-32.15,-34.49,-40.49,-51.31,-11.12,21.72,-10.6,-13.83,20.75,-6.92,-55.85,-56.57,0,0
1034,-7,-3.26,-5.86,3.26,3.26,45.07,-15.17,-9.06,-34.94,-69.52,-83.44,57.54,-3.01,-31.96,-34.14,-38.11,-53.96,-10.47,20.45,-9.98,-13.14,19.43,-6.28,-56.54,-56.96,0,0
1035,-6,-3.2,-5.76,3.2,3.2,44.58,-14.78,-9.07,-34.51,-69.26,-83.44,58.48,-2.58,-31.72,-33.72,-35.66,-56.36,-10,19.54,-9.53,-12.65,18.46,-5.82,-57.18,-57.34,0,0
1036,-6,-3.13,-5.64,3.13,3.13,44.12,-14.41,-9.11,-34.09,-69.04,-83.44,59.44,-2.21,-31.46,-33.24,-33.15,-58.49,-9.57,18.69,-9.12,-12.18,17.57,-5.39,-57.79,-57.7,0,0
1037,-5,-3.07,-5.47,3.07,3.07,43.67,-14.06,-9.16,-33.68,-68.84,-83.44,60.4,-1.89,-31.16,-32.71,-30.57,-60.35,-9.17,17.92,-8.74,-11.76,16.74,-4.99,-58.36,-58.03,0,0
1038,-5,-3,-5.28,3,3,43.24,-13.72,-9.24,-33.29,-68.68,-83.44,61.37,-1.62,-30.83,-32.11,-27.94,-61.91,-8.81,17.21,-8.4,-11.37,15.99,-4.62,-58.89,-58.34,0,0
1039,-4,-2.93,-5.06,2.93,2.93,42.83,-13.41,-9.33,-32.92,-68.54,-83.44,62.35,-1.41,-30.47,-31.47,-25.25,-63.15,-8.48,16.57,-8.09,-11.01,15.3,-4.29,-59.37,-58.63,0,0
1040,-4,-2.86,-4.82,2.86,2.86,42.45,-13.11,-9.44,-32.55,-68.43,-83.44,63.33,-1.26,-30.09,-30.79,-22.52,-64.06,-8.19,15.99,-7.8,-10.69,14.67,-3.99,-59.8,-58.9,0,0
1041,-4,-2.79,-4.56,2.79,2.79,42.08,-12.83,-9.56,-32.2,-68.34,-83.44,64.31,-1.16,-29.68,-30.06,-19.74,-64.61,-7.94,15.51,-7.57,-10.41,14.14,-3.73,-60.18,-59.14,0,0
1042,-4,-2.72,-4.27,2.72,2.72,41.72,-12.58,-9.7,-31.87,-68.28,-83.44,65.3,-1.13,-29.25,-29.3,-16.93,-64.8,-7.75,15.14,-7.39,-10.2,13.74,-3.53,-60.51,-59.35,0,0
1043,-4,-2.65,-3.97,2.65,2.65,41.39,-12.34,-9.85,-31.54,-68.25,-83.44,66.28,-1.15,-28.81,-28.5,-14.08,-64.78,-7.61,14.86,-7.25,-10.05,13.44,-3.39,-60.79,-59.53,0,0
1044,-3,-2.58,-3.65,2.58,2.58,41.08,-12.11,-10.01,-31.24,-68.24,-83.44,67.27,-1.21,-28.35,-27.67,-11.21,-64.7,-7.51,14.67,-7.16,-9.94,13.22,-3.28,-61.01,-59.68,0,0
1045,-3,-2.51,-3.32,2.51,2.51,40.78,-11.91,-10.18,-30.94,-68.24,-83.44,68.25,-1.31,-27.87,-26.82,-8.31,-64.57,-7.45,14.54,-7.1,-9.87,13.08,-3.22,-61.17,-59.8,0,0
1046,-3,-2.44,-2.98,2.44,2.44,40.5,-11.73,-10.36,-30.66,-68.27,-83.44,69.22,-1.44,-27.38,-25.94,-5.39,-64.39,-7.4,14.46,-7.06,-9.82,12.99,-3.17,-61.26,-59.89,0,0
1047,-3,-2.36,-2.63,2.36,2.36,40.24,-11.56,-10.54,-30.4,-68.32,-83.44,70.19,-1.6,-26.89,-25.05,-2.45,-64.16,-7.36,14.39,-7.02,-9.78,12.91,-3.13,-61.3,-59.94,0,0
1048,-3,-2.29,-2.27,2.29,2.29,39.99,-11.41,-10.74,-30.15,-68.39,-83.44,71.15,-1.79,-26.38,-24.15,0.49,-63.87,-7.32,14.3,-6.98,-9.73,12.82,-3.09,-61.29,-59.96,0,0
1049,-3,-2.22,-1.91,2.22,2.22,39.77,-11.28,-10.93,-29.92,-68.47,-83.44,72.1,-2.01,-25.88,-23.24,3.44,-63.53,-7.28,14.22,-6.94,-9.68,12.72,-3.04,-61.29,-59.96,0,0
1050,-3,-2.14,-1.55,2.14,2.14,39.56,-11.17,-11.13,-29.7,-68.57,-83.44,73.04,-2.24,-25.37,-22.33,6.39,-63.13,-7.23,14.12,-6.89,-9.62,12.62,-2.99,-61.29,-59.96,0,0
1051,-3,-2.07,-1.19,2.07,2.07,39.36,-11.07,-11.33,-29.49,-68.68,-83.44,73.96,-2.5,-24.86,-21.41,9.33,-62.67,-7.18,14.03,-6.85,-9.57,12.51,-2.94,-61.28,-59.96,0,0
1052,-3,-2,-0.84,2,2,39.19,-11,-11.53,-29.3,-68.81,-83.44,74.87,-2.77,-24.35,-20.5,12.27,-62.15,-7.13,13.93,-6.8,-9.51,12.4,-2.89,-61.28,-59.96,0,0
1053,-3,-1.92,-0.49,1.92,1.92,39.03,-10.93,-11.73,-29.13,-68.95,-83.44,75.76,-3.06,-23.84,-19.6,15.19,-61.58,-7.08,13.83,-6.75,-9.46,12.29,-2.83,-61.27,-59.96,0,0
1054,-3,-1.85,-0.14,1.85,1.85,38.88,-10.89,-11.93,-28.97,-69.1,-83.44,76.63,-3.36,-23.35,-18.71,18.09,-60.94,-7.03,13.73,-6.7,-9.4,12.18,-2.78,-61.25,-59.96,0,0
1055,-3,-1.77,0.19,1.77,1.77,38.76,-10.87,-12.12,-28.83,-69.25,-83.44,77.48,-3.66,-22.86,-17.84,20.97,-60.25,-6.98,13.63,-6.65,-9.34,12.07,-2.73,-61.24,-59.96,0,0
1056,-3,-1.68,0.5,1.68,1.68,38.64,-10.86,-12.31,-28.71,-69.42,-83.44,78.31,-3.97,-22.39,-16.98,23.83,-59.49,-6.93,13.54,-6.61,-9.29,11.96,-2.67,-61.22,-59.96,0,0
1057,-3,-1.6,0.81,1.6,1.6,38.55,-10.86,-12.49,-28.6,-69.6,-83.44,79.11,-4.28,-21.92,-16.16,26.64,-58.67,-6.88,13.45,-6.56,-9.23,11.86,-2.63,-61.21,-59.96,0,0
1058,-3,-1.51,1.09,1.51,1.51,38.47,-10.86,-12.67,-28.5,-69.78,-83.44,79.89,-4.59,-21.48,-15.36,29.43,-57.79,-6.84,13.36,-6.52,-9.18,11.76,-2.58,-61.18,-59.96,0,0
1059,-3,-1.42,1.35,1.42,1.42,38.4,-10.86,-12.83,-28.43,-69.97,-83.44,80.64,-4.9,-21.05,-14.59,32.16,-56.84,-6.8,13.28,-6.48,-9.14,11.67,-2.54,-61.16,-59.95,0,0
1060,-3,-1.32,1.6,1.32,1.32,38.35,-10.86,-12.98,-28.37,-70.16,-83.44,81.36,-5.2,-20.64,-13.87,34.86,-55.83,-6.77,13.21,-6.45,-9.1,11.59,-2.5,-61.13,-59.95,0,0
1061,-3,-1.23,1.81,1.23,1.23,38.31,-10.86,-13.13,-28.33,-70.35,-83.44,82.05,-5.49,-20.26,-13.18,37.5,-54.75,-6.73,13.15,-6.42,-9.06,11.53,-2.47,-61.1,-59.95,0,0
1062,-3,-1.13,2.02,1.13,1.13,38.29,-10.86,-13.25,-28.3,-70.55,-83.44,82.71,-5.77,-19.9,-12.54,40.08,-53.6,-6.71,13.11,-6.4,-9.03,11.47,-2.44,-61.07,-59.95,0,0
1063,-3,-1.03,2.23,1.03,1.03,38.29,-10.86,-13.37,-28.29,-70.75,-83.44,83.33,-6.03,-19.57,-11.95,42.6,-52.38,-6.69,13.07,-6.38,-9.01,11.43,-2.42,-61.03,-59.94,0,0
1064,-3,-0.92,2.44,0.92,0.92,38.29,-10.86,-13.47,-28.3,-70.95,-83.44,83.92,-6.28,-19.27,-11.41,45.06,-51.1,-6.68,13.05,-6.37,-9,11.41,-2.41,-60.99,-59.94,0,0
1065,-3,-0.82,2.65,0.82,0.82,38.29,-10.86,-13.57,-28.3,-71.18,-83.44,84.47,-6.5,-19.01,-10.93,47.44,-49.75,-6.68,13.04,-6.37,-9,11.4,-2.4,-60.95,-59.93,0,0
1066,-3,-0.71,2.86,0.71,0.71,38.29,-10.86,-13.67,-28.32,-71.43,-83.44,84.98,-6.7,-18.78,-10.52,49.76,-48.32,-6.68,13.06,-6.37,-9,11.41,-2.41,-60.9,-59.93,0,0
1067,-3,-0.6,3.08,0.6,0.6,38.29,-10.86,-13.76,-28.34,-71.69,-83.44,85.46,-6.88,-18.58,-10.17,51.99,-46.82,-6.7,13.09,-6.39,-9.02,11.45,-2.43,-60.85,-59.92,0,0
1068,-3,-0.49,3.3,0.49,0.49,38.29,-10.87,-13.85,-28.37,-71.97,-83.44,85.88,-7.02,-18.42,-9.89,54.13,-45.25,-6.72,13.14,-6.41,-9.05,11.51,-2.46,-60.8,-59.92,0,0
1069,-3,-0.38,3.51,0.38,0.38,38.29,-10.87,-13.93,-28.4,-72.26,-83.44,86.27,-7.13,-18.31,-9.68,56.19,-43.61,-6.76,13.21,-6.44,-9.09,11.59,-2.49,-60.74,-59.91,0,0
1070,-3,-0.26,3.73,0.26,0.26,38.29,-10.87,-14.02,-28.43,-72.55,-83.44,86.6,-7.21,-18.24,-9.56,58.15,-41.89,-6.81,13.3,-6.49,-9.15,11.69,-2.55,-60.68,-59.9,0,0
1071,-3,-0.15,3.94,0.15,0.15,38.3,-10.87,-14.1,-28.47,-72.86,-83.44,86.89,-7.25,-18.22,-9.51,60.01,-40.1,-6.87,13.41,-6.55,-9.21,11.82,-2.61,-60.61,-59.89,0,0
1072,-3,-0.03,4.16,0.03,0.03,38.3,-10.88,-14.18,-28.52,-73.18,-83.44,87.14,-7.26,-18.22,-9.6,61.8,-38.06,-6.94,13.55,-6.61,-9.29,11.98,-2.68,-60.54,-59.89,0,0
1073,-3,0.09,4.37,-0.09,-0.09,38.31,-10.88,-14.25,-28.57,-73.49,-83.44,87.37,-7.27,-18.22,-9.83,63.57,-35.63,-7.02,13.71,-6.69,-9.39,12.16,-2.77,-60.46,-59.88,0,0
1074,-4,0.21,4.59,-0.21,-0.21,38.32,-10.88,-14.32,-28.62,-73.81,-83.44,87.56,-7.28,-18.22,-10.2,65.29,-32.85,-7.61,14.86,-7.25,-10.04,13.43,-3.39,-60.38,-59.86,0,0.02
1075,-5,0.33,4.8,-0.33,-0.33,38.33,-10.89,-14.39,-28.67,-74.13,-83.44,87.73,-7.29,-18.22,-10.69,66.98,-29.77,-8.67,16.94,-8.27,-11.21,15.7,-4.49,-60.29,-59.85,0,0.1
1076,-6,0.45,5,-0.45,-0.45,38.34,-10.89,-14.45,-28.73,-74.45,-83.44,87.88,-7.29,-18.23,-11.29,68.64,-26.43,-9.62,18.78,-9.17,-12.23,17.67,-5.44,-60.2,-59.84,0,0.31
1077,-6,0.57,5.21,-0.57,-0.57,38.35,-10.9,-14.52,-28.79,-74.77,-83.44,88.01,-7.3,-18.25,-11.97,70.26,-22.86,-10.24,20.01,-9.76,-12.89,18.96,-6.06,-60.11,-59.83,0,0.72
1078,-7,0.7,5.41,-0.7,-0.7,38.37,-10.91,-14.58,-28.86,-75.08,-83.44,88.12,-7.3,-18.26,-12.72,71.85,-19.13,-10.83,21.15,-10.32,-13.52,20.16,-6.65,-60.01,-59.81,0,1.42
1079,-8,0.82,5.6,-0.82,-0.82,38.38,-10.91,-14.63,-28.92,-75.38,-83.44,88.21,-7.3,-18.29,-13.53,73.39,-15.26,-11.63,22.72,-11.08,-14.36,21.8,-7.43,-59.9,-59.8,0,2.48
1080,-10,0.95,5.8,-0.95,-0.95,38.4,-10.92,-14.69,-28.99,-75.67,-83.44,88.28,-7.3,-18.32,-14.37,74.9,-11.3,-12.79,24.98,-12.19,-15.58,24.14,-8.56,-59.79,-59.78,0,3.98
1081,-12,1.07,5.99,-1.07,-1.07,38.43,-10.93,-14.74,-29.06,-75.95,-83.44,88.34,-7.3,-18.35,-15.23,76.37,-7.29,-14.06,27.45,-13.39,-16.9,26.68,-9.79,-59.67,-59.76,0,5.98
1082,-14,1.2,6.17,-1.2,-1.2,38.45,-10.94,-14.79,-29.13,-76.22,-83.44,88.39,-7.3,-18.4,-16.1,77.8,-3.28,-15.15,29.57,-14.43,-18.03,28.86,-10.83,-59.55,-59.75,0,8.52
1083,-15,1.32,6.35,-1.32,-1.32,38.48,-10.95,-14.84,-29.21,-76.47,-83.44,88.42,-7.3,-18.46,-16.95,79.19,0.68,-15.95,31.15,-15.19,-18.86,30.47,-11.6,-59.42,-59.73,0,11.64
1084,-17,1.45,6.52,-1.45,-1.45,38.51,-10.96,-14.88,-29.28,-76.7,-83.44,88.45,-7.3,-18.52,-17.78,80.53,4.57,-16.66,32.51,-15.86,-19.59,31.86,-12.27,-59.29,-59.71,0,15.33
1085,-18,1.57,6.68,-1.57,-1.57,38.54,-10.97,-14.92,-29.35,-76.91,-83.44,88.46,-7.31,-18.6,-18.56,81.84,8.33,-17.42,34.01,-16.59,-20.38,33.38,-13,-59.15,-59.68,0,19.57
1086,-20,1.7,6.84,-1.7,-1.7,38.58,-10.98,-14.96,-29.43,-77.1,-83.44,88.47,-7.31,-18.69,-19.27,83.1,11.91,-18.37,35.86,-17.49,-21.36,35.26,-13.9,-59,-59.66,0,24.32
1087,-23,1.82,6.99,-1.82,-1.82,38.62,-10.99,-15,-29.5,-77.27,-83.44,88.48,-7.32,-18.79,-19.91,84.32,15.29,-19.36,37.79,-18.43,-22.38,37.21,-14.83,-58.85,-59.64,0,29.52
1088,-25,1.94,7.14,-1.94,-1.94,38.66,-11,-15.03,-29.58,-77.41,-83.44,88.48,-7.34,-18.9,-20.45,85.5,18.41,-20.18,39.39,-19.2,-23.23,38.83,-15.6,-58.69,-59.61,0,35.09
1089,-26,2.07,7.27,-2.07,-2.07,38.71,-11.02,-15.07,-29.65,-77.52,-83.44,88.48,-7.35,-19.03,-20.88,86.63,21.23,-20.73,40.46,-19.72,-23.8,39.91,-16.12,-58.52,-59.58,0,40.94
1090,-27,2.19,7.4,-2.19,-2.19,38.76,-11.03,-15.1,-29.73,-77.61,-83.44,88.44,-7.4,-19.16,-21.22,87.71,23.89,-21.15,41.27,-20.12,-24.23,40.74,-16.51,-58.35,-59.56,0,46.96
1091,-28,2.31,7.52,-2.31,-2.31,38.81,-11.05,-15.13,-29.8,-77.66,-83.44,88.32,-7.51,-19.28,-21.49,88.75,26.55,-21.61,42.17,-20.56,-24.71,41.65,-16.94,-58.17,-59.53,0,53.04
1092,-30,2.43,7.63,-2.43,-2.43,38.87,-11.07,-15.15,-29.87,-77.68,-83.44,88.12,-7.68,-19.4,-21.7,89.74,29.2,-22.21,43.34,-21.13,-25.33,42.83,-17.5,-57.98,-59.5,0,59.06
1093,-31,2.55,7.72,-2.55,-2.55,38.93,-11.08,-15.18,-29.94,-77.68,-83.44,87.86,-7.9,-19.52,-21.87,90.69,31.83,-22.84,44.57,-21.72,-25.98,44.07,-18.09,-57.79,-59.46,0,64.91
1094,-33,2.67,7.81,-2.67,-2.67,39,-11.1,-15.19,-30.01,-77.68,-83.44,87.53,-8.17,-19.65,-21.99,91.59,34.42,-23.39,45.64,-22.24,-26.55,45.15,-18.6,-57.58,-59.43,0,70.48
1095,-34,2.79,7.89,-2.79,-2.79,39.07,-11.12,-15.21,-30.08,-77.67,-83.44,87.14,-8.49,-19.78,-22.08,92.43,36.97,-23.81,46.45,-22.64,-26.98,45.96,-18.99,-57.38,-59.39,0,75.68
1096,-35,2.91,7.96,-2.91,-2.91,39.15,-11.14,-15.22,-30.14,-77.67,-83.44,86.7,-8.85,-19.92,-22.14,93.23,39.47,-24.16,47.12,-22.96,-27.33,46.64,-19.31,-57.16,-59.36,0,80.43
1097,-36,3.02,8.02,-3.02,-3.02,39.23,-11.16,-15.22,-30.2,-77.66,-83.44,86.21,-9.24,-20.07,-22.17,93.98,41.92,-24.5,47.79,-23.29,-27.69,47.31,-19.62,-56.94,-59.32,0,84.67
1098,-37,3.14,8.06,-3.14,-3.14,39.31,-11.19,-15.23,-30.26,-77.65,-83.44,85.67,-9.67,-20.25,-22.2,94.68,44.28,-24.86,48.5,-23.63,-28.07,48.03,-19.96,-56.71,-59.28,0,88.36
1099,-38,3.25,8.09,-3.25,-3.25,39.4,-11.21,-15.23,-30.32,-77.64,-83.44,85.1,-10.13,-20.44,-22.21,95.32,46.57,-25.23,49.21,-23.98,-28.45,48.75,-20.3,-56.47,-59.24,0,91.48
1100,-39,3.36,8.11,-3.36,-3.36,39.5,-11.24,-15.23,-30.37,-77.62,-83.44,84.5,-10.62,-20.65,-22.23,95.92,48.77,-25.6,49.92,-24.32,-28.82,49.46,-20.64,-56.22,-59.19,0,94.02
1101,-40,3.47,8.12,-3.47,-3.47,39.6,-11.26,-15.23,-30.42,-77.6,-83.44,83.86,-11.13,-20.9,-22.25,96.46,50.87,-25.95,50.61,-24.66,-29.19,50.15,-20.96,-55.96,-59.15,0,96.02
1102,-41,3.58,8.12,-3.58,-3.58,39.7,-11.29,-15.23,-30.46,-77.57,-83.44,83.21,-11.65,-21.17,-22.28,96.94,52.85,-26.28,51.25,-24.97,-29.53,50.8,-21.27,-55.7,-59.1,0,97.52
1103,-42,3.68,8.12,-3.68,-3.68,39.82,-11.32,-15.23,-30.5,-77.53,-83.44,82.53,-12.19,-21.48,-22.33,97.37,54.72,-26.59,51.85,-25.26,-29.85,51.4,-21.55,-55.43,-59.05,0,98.58
1104,-43,3.78,8.12,-3.78,-3.78,39.93,-11.35,-15.23,-30.54,-77.49,-83.44,81.85,-12.75,-21.83,-22.42,97.75,56.45,-26.84,52.34,-25.5,-30.11,51.9,-21.79,-55.15,-59,0,99.28
1105,-44,3.88,8.12,-3.88,-3.88,40.06,-11.38,-15.24,-30.57,-77.44,-83.44,81.15,-13.3,-22.22,-22.53,98.07,58.05,-27.04,52.72,-25.68,-30.31,52.28,-21.97,-54.86,-58.95,0,99.69
1106,-44,3.98,8.12,-3.98,-3.98,40.19,-11.41,-15.24,-30.59,-77.38,-83.44,80.46,-13.86,-22.65,-22.69,98.33,59.49,-27.19,53.01,-25.83,-30.47,52.57,-22.1,-54.56,-58.9,0,99.9
1107,-45,4.08,8.12,-4.08,-4.08,40.32,-11.45,-15.25,-30.61,-77.31,-83.44,79.76,-14.42,-23.13,-22.89,98.54,60.78,-27.31,53.24,-25.94,-30.59,52.8,-22.21,-54.26,-58.84,0,99.98
1108,-45,4.17,8.12,-4.17,-4.17,40.46,-11.48,-15.26,-30.63,-77.23,-83.44,79.08,-14.98,-23.66,-23.15,98.69,61.89,-27.38,53.39,-26.01,-30.67,52.95,-22.28,-53.94,-58.73,0,100
1109,-45,4.26,8.12,-4.26,-4.26,40.61,-11.52,-15.28,-30.64,-77.15,-83.44,78.4,-15.52,-24.25,-23.47,98.78,62.83,-27.4,53.42,-26.02,-30.69,52.99,-22.3,-53.61,-58.5,0,100
1110,-45,4.35,8.11,-4.35,-4.35,40.77,-11.56,-15.31,-30.64,-77.05,-83.44,77.75,-16.06,-24.89,-23.85,98.81,63.57,-27.38,53.39,-26.01,-30.67,52.95,-22.28,-53.28,-58.18,0,100
1111,-45,4.43,8.11,-4.43,-4.43,40.93,-11.6,-15.34,-30.59,-76.94,-83.44,77.08,-16.58,-25.59,-24.28,98.81,64.2,-27.35,53.33,-25.98,-30.64,52.9,-22.26,-52.94,-57.78,0,100
1112,-45,4.51,8.11,-4.51,-4.51,41.1,-11.64,-15.38,-30.44,-76.81,-83.44,76.37,-17.12,-26.34,-24.71,98.81,64.79,-27.31,53.25,-25.94,-30.6,52.81,-22.22,-52.58,-57.3,0,100
1113,-44,4.59,8.11,-4.59,-4.59,41.27,-11.68,-15.43,-30.2,-76.68,-83.44,75.61,-17.66,-27.13,-25.14,98.8,65.34,-27.25,53.13,-25.88,-30.53,52.69,-22.16,-52.22,-56.76,0,100
1114,-44,4.67,8.1,-4.67,-4.67,41.46,-11.73,-15.49,-29.88,-76.53,-83.44,74.81,-18.2,-27.97,-25.57,98.78,65.86,-27.17,52.97,-25.8,-30.45,52.53,-22.08,-51.85,-56.16,0,100
1115,-44,4.74,8.1,-4.74,-4.74,41.65,-11.77,-15.55,-29.49,-76.36,-83.44,73.97,-18.75,-28.84,-26.02,98.76,66.35,-27.06,52.76,-25.7,-30.33,52.32,-21.98,-51.47,-55.53,0,100
1116,-43,4.81,8.09,-4.81,-4.81,41.85,-11.82,-15.62,-29.04,-76.18,-83.44,73.1,-19.31,-29.75,-26.47,98.72,66.8,-26.85,52.36,-25.51,-30.12,51.91,-21.79,-51.08,-54.86,0,100
1117,-42,4.87,8.09,-4.87,-4.87,42.08,-11.87,-15.69,-28.54,-75.99,-83.44,72.21,-19.87,-30.7,-26.93,98.68,67.23,-26.55,51.78,-25.23,-29.81,51.33,-21.52,-50.67,-54.17,0,100
1118,-41,4.93,8.08,-4.93,-4.93,42.36,-11.92,-15.76,-28,-75.78,-83.44,71.29,-20.43,-31.67,-27.4,98.61,67.62,-26.27,51.22,-24.95,-29.51,50.77,-21.26,-50.26,-53.48,0,100
1119,-41,4.99,8.08,-4.99,-4.99,42.7,-11.97,-15.84,-27.43,-75.55,-83.44,70.36,-21,-32.66,-27.89,98.53,67.98,-26.03,50.77,-24.73,-29.27,50.31,-21.04,-49.84,-52.79,0,100
1120,-40,5.04,8.07,-5.04,-5.04,43.09,-12.02,-15.91,-26.83,-75.31,-83.44,69.41,-21.57,-33.68,-28.39,98.42,68.32,-25.81,50.34,-24.53,-29.04,49.88,-20.84,-49.4,-52.11,0,100
1121,-39,5.09,8.06,-5.09,-5.09,43.53,-12.08,-15.98,-26.22,-75.04,-83.44,68.45,-22.15,-34.72,-28.9,98.3,68.63,-25.58,49.89,-24.31,-28.81,49.43,-20.63,-48.96,-51.45,0,100
1122,-38,5.14,8.05,-5.14,-5.14,44.02,-12.14,-16.05,-25.6,-74.76,-83.44,67.48,-22.73,-35.77,-29.44,98.14,68.91,-25.34,49.41,-24.08,-28.55,48.95,-20.4,-48.48,-50.83,0,100
1123,-38,5.18,8.04,-5.18,-5.18,44.56,-12.2,-16.12,-24.99,-74.46,-83.44,66.52,-23.32,-36.83,-29.99,97.96,69.17,-25.08,48.92,-23.84,-28.29,48.45,-20.16,-47.96,-50.26,0,100
1124,-37,5.21,8.03,-5.21,-5.21,45.14,-12.26,-16.17,-24.39,-74.14,-83.44,65.55,-23.91,-37.91,-30.56,97.75,69.4,-24.83,48.43,-23.6,-28.03,47.96,-19.93,-47.38,-49.75,0,100
1125,-36,5.25,8.02,-5.25,-5.25,45.76,-12.32,-16.23,-23.81,-73.8,-83.44,64.59,-24.5,-38.99,-31.16,97.51,69.61,-24.6,47.97,-23.38,-27.79,47.5,-19.71,-46.77,-49.3,0,100
1126,-36,5.27,8,-5.27,-5.27,46.42,-12.38,-16.27,-23.27,-73.43,-83.44,63.64,-25.1,-40.07,-31.77,97.23,69.81,-24.37,47.53,-23.16,-27.65,47.22,-19.56,-46.1,-48.94,0,100
1127,-35,5.29,7.99,-5.29,-5.29,47.12,-12.45,-16.3,-22.77,-73.05,-83.44,62.71,-25.7,-41.15,-32.42,96.92,69.98,-24.12,47.04,-22.93,-27.7,47.22,-19.52,-45.4,-48.66,0,100
1128,-34,5.31,7.97,-5.31,-5.31,47.85,-12.52,-16.32,-22.32,-72.64,-83.44,61.79,-26.3,-42.22,-33.09,96.56,70.13,-23.82,46.46,-22.64,-27.89,47.44,-19.54,-44.65,-48.49,0,100
1129,-33,5.33,7.95,-5.33,-5.33,48.62,-12.59,-16.32,-21.93,-72.21,-83.44,60.9,-26.91,-43.29,-33.79,96.17,70.26,-23.49,45.83,-22.34,-28.24,47.9,-19.66,-43.87,-48.43,0,100
1130,-32,5.33,7.94,-5.33,-5.33,49.42,-12.68,-16.32,-21.58,-71.65,-83.44,60.03,-27.52,-44.35,-34.51,95.73,70.38,-23.2,45.25,-22.06,-28.78,48.67,-19.89,-43.05,-48.46,0,100
1131,-32,5.34,7.92,-5.34,-5.34,50.25,-12.8,-16.29,-21.21,-70.87,-83.41,59.2,-28.13,-45.39,-35.27,95.25,70.48,-22.97,44.82,-21.85,-29.53,49.8,-20.27,-42.2,-48.55,0,100
1132,-31,5.33,7.9,-5.33,-5.33,51.11,-12.96,-16.25,-20.83,-69.88,-83.38,58.4,-28.74,-46.42,-36.06,94.71,70.57,-22.78,44.43,-21.66,-30.44,51.18,-20.73,-41.32,-48.7,0,100
1133,-30,5.32,7.87,-5.32,-5.32,52,-13.15,-16.19,-20.45,-68.68,-83.33,57.64,-29.36,-47.42,-36.89,94.13,70.64,-22.5,43.9,-21.4,-31.4,52.58,-21.19,-40.41,-48.9,0,100
1134,-29,5.31,7.85,-5.31,-5.31,52.9,-13.37,-16.12,-20.06,-67.28,-83.26,56.93,-29.97,-48.4,-37.75,93.49,70.71,-22.06,43.04,-20.98,-32.31,53.87,-21.56,-39.47,-49.15,0,100
1135,-28,5.29,7.82,-5.29,-5.29,53.84,-13.62,-16.03,-19.67,-65.69,-83.19,56.26,-30.59,-49.35,-38.65,92.8,70.76,-21.53,42.01,-20.48,-33.25,55.16,-21.92,-38.51,-49.44,0,100
1136,-27,5.26,7.8,-5.26,-5.26,54.79,-13.9,-15.93,-19.27,-63.92,-83.1,55.65,-31.21,-50.27,-39.59,92.05,70.8,-21.06,41.09,-20.03,-34.32,56.66,-22.35,-37.52,-49.78,0,100
